-1
Pais,Edad,Nombre,Id
Belize,834,Summer Wyman,4706
Monaco,68,Emilia Okuneva DVM,4707
Wake Island,937,Liliane Wiegand,4708
Sudan,856,Quentin Mueller,4709
Fiji,734,Sidney Welch,4710
Netherlands,106,Miss Aiden Parisian,4711
Honduras,946,Mrs. Aditya Hermiston,4712
Svalbard and Jan Mayen,310,Dr. Ozella Bogisich,4713
People's Democratic Republic of Yemen,753,Heaven Murray,4714
Suriname,972,Fritz Yost DDS,4715
Georgia,108,Verdie Botsford,4716
Cook Islands,687,Tanya Steuber,4717
Djibouti,579,Sarina Hansen,4718
Slovakia,182,Lorna Dooley,4719
Switzerland,746,Hulda Beahan PhD,4720
Costa Rica,474,Isaiah Crooks,4721
Bermuda,920,Stefan Denesik MD,4722
Saint Vincent and the Grenadines,275,Mae Dach,4723
Niue,537,Mrs. Deborah Herman,4724
Saudi Arabia,678,Monica Kiehn,4725
Central African Republic,152,Anissa Roberts,4726
Croatia,706,Doyle Schultz,4727
Kenya,45,Bethany Kertzmann,4728
Nauru,959,Elfrieda Sporer,4729
Paraguay,464,Dr. Kaylee Senger,4730
Burundi,433,Gabe Wilderman,4731
Réunion,737,Miss Florida Ledner,4732
Haiti,955,Leila Gleichner,4733
Dominican Republic,353,Claudine Fahey,4734
Colombia,583,Vickie Kuhlman,4735
Italy,19,Jerrell Kautzer,4736
Falkland Islands,812,Neal Nikolaus,4737
Kazakhstan,582,Elisabeth Rippin,4738
Canada,22,Ellis Osinski,4739
Qatar,321,Shawna Murray,4740
Estonia,985,Ms. Amari Crist,4741
Afghanistan,201,Corine Murray,4742
Pakistan,103,Miss Haylee Hickle,4743
Vietnam,332,Arvel Bernier,4744
U.S. Miscellaneous Pacific Islands,431,Calista Leffler,4745
Uganda,659,Prudence Gulgowski,4746
Tuvalu,916,Mrs. Yvonne Graham,4747
Russia,103,Ms. Kacey Gibson,4748
Bolivia,109,Molly Wilderman,4749
Union of Soviet Socialist Republics,609,Virgil Walker,4750
Myanmar [Burma],396,Vesta Swaniawski,4751
Egypt,524,Giovanni Krajcik,4752
Pacific Islands Trust Territory,55,Hassie Runte,4753
Malta,760,Dylan Hills MD,4754
Samoa,661,Beryl Wiza,4755
Sierra Leone,86,Augustus Mohr,4756
Greenland,943,Allison Greenfelder,4757
Guadeloupe,426,Justice Goyette,4758
Hong Kong SAR China,868,Ian Mraz,4759
Johnston Island,316,Donald Sanford,4760
Uzbekistan,443,Ettie Turcotte,4761
South Georgia and the South Sandwich Islands,6,Jaden Waters,4762
Palestinian Territories,206,Electa Torp,4763
Guernsey,53,Andy Gaylord,4764
Jamaica,946,Nettie Kovacek,4765
Wake Island,137,Aric Jast,4766
Indonesia,22,Lavina Gaylord,4767
Mozambique,817,Mose O'Hara,4768
Mozambique,994,Arnaldo Fadel,4769
Johnston Island,944,Adolph Johnson,4770
Cayman Islands,806,Isac Breitenberg,4771
Romania,176,Markus Barrows,4772
Costa Rica,648,Ms. Breanna Kozey,4773
Palestinian Territories,826,Dr. Rozella Nader,4774
Union of Soviet Socialist Republics,905,June Greenfelder DDS,4775
Macau SAR China,191,Marvin Schumm,4776
Gambia,576,Rey White,4777
Sudan,314,Elvie Guªann,4778
Singapore,739,Adan Bernier II,4779
Romania,572,Santos Ward,4780
Nigeria,933,Terrill McDermott,4781
Turks and Caicos Islands,54,Myra Steuber Sr.,4782
Kenya,373,Arlo Dach,4783
Mauritania,470,Haylie Oberbrunner,4784
Jordan,339,Mrs. Judson Goyette,4785
Qatar,886,Eric Lang,4786
Heard Island and McDonald Islands,491,Allene Baumbach,4787
Zambia,157,Ms. Claude O'Connell,4788
Niger,471,Kari Runte,4789
Turks and Caicos Islands,418,Delmer Watsica,4790
Yemen,861,Victoria Sipes,4791
Palau,833,Jaunita Gutkowski,4792
Saint Lucia,671,Anais Rath,4793
São Tomé and Príncipe,980,Dorothy Botsford PhD,4794
Hungary,462,Marquise Considine Jr.,4795
United Arab Emirates,272,Naomi Fritsch,4796
Chile,93,Catherine Schimmel,4797
Israel,672,Jerad Dare,4798
Guadeloupe,257,Sonia Moore,4799
Bermuda,654,Donavon Considine,4800
Paraguay,6,Morgan Schuster,4801
Kazakhstan,982,Mr. Art Heidenreich,4802
Ghana,914,Madison Reynolds I,4803
Saint Vincent and the Grenadines,742,Jensen Mertz,4804
Martinique,823,Karina Huels IV,4805
Bangladesh,791,Enola Monahan IV,4806
New Caledonia,208,Devin Osinski III,4807
Western Sahara,356,Yadira Harber,4808
Syria,339,Isom Schumm DVM,4809
South Georgia and the South Sandwich Islands,288,Joseph White,4810
Gabon,349,Miss Daren DuBuque,4811
Macau SAR China,792,Kristofer Frami I,4812
Sierra Leone,524,Leanne Block,4813
Saint Pierre and Miquelon,868,Amina Bashirian,4814
Andorra,785,Grayce Kuphal,4815
Libya,911,Carol Guªann,4816
Bahamas,775,Eliane Bartoletti,4817
San Marino,930,Jazmin Will,4818
Pitcairn Islands,396,Helena Nader,4819
East Germany,610,Adella Maggio,4820
Saudi Arabia,849,Mrs. Donald Cole,4821
Puerto Rico,276,Tiana Watsica,4822
Brazil,413,Buford Zulauf,4823
Italy,89,Rhiannon Ferry,4824
Cuba,414,Aimee Rohan,4825
Tunisia,298,Jordi Jones,4826
Maldives,56,Mrs. Grover Kovacek,4827
Senegal,539,Elinore Powlowski,4828
Bouvet Island,826,Lauryn Schaden,4829
U.S. Minor Outlying Islands,834,Lydia Smith,4830
Burundi,706,Brennan Bayer,4831
Mexico,318,Myrtie Okuneva DVM,4832
Swaziland,373,Ruben Willms,4833
Gabon,839,Ambrose Rolfson,4834
Vanuatu,192,Mr. Gennaro Baumbach,4835
Wake Island,863,Naomie Greenfelder,4836
Christmas Island,788,Troy Mitchell,4837
Yemen,834,Alena Haley,4838
Canton and Enderbury Islands,895,Hunter Hauck,4839
Bhutan,87,Rhea Schmitt,4840
Hungary,23,Abbigail Watsica,4841
New Caledonia,450,Claudie Ruecker III,4842
French Polynesia,953,Richard Leuschke,4843
India,431,Daisy Dach,4844
Burkina Faso,247,Marcel Boehm,4845
Slovenia,750,Candace Terry,4846
Mexico,805,Murphy Jacobson,4847
Hong Kong SAR China,406,Eliane Runte III,4848
Saint Martin,252,Carli Labadie DDS,4849
Bahrain,887,Jazmyn Stanton,4850
Bangladesh,865,Mr. Wilber Padberg,4851
Afghanistan,206,Alek Ritchie,4852
Saint Lucia,70,Nickolas Simonis,4853
British Virgin Islands,234,Darrick Green,4854
U.S. Virgin Islands,816,Kieran Volkman,4855
Turkey,427,Herman Koelpin,4856
Mozambique,649,Connie Lebsack,4857
Cameroon,467,Lazaro VonRueden,4858
Turkmenistan,206,Cyrus Abbott,4859
Western Sahara,476,Lewis Abshire,4860
Namibia,213,Mrs. Felipa Barrows,4861
Ecuador,866,Rebekah Nikolaus,4862
Belgium,657,Cleve Lindgren,4863
Honduras,622,Elwyn Dietrich,4864
Antigua and Barbuda,649,Hilma Feest Sr.,4865
Qatar,938,Barton Lynch,4866
Cayman Islands,59,Miss Felicity Spinka,4867
Grenada,92,Carson Dicki,4868
Antarctica,210,Giovani Kertzmann DDS,4869
Trinidad and Tobago,880,Darrion Lehner DVM,4870
Taiwan,472,Laila Robel Jr.,4871
Paraguay,6,Maye Smitham,4872
Aruba,553,Dr. Don Herman,4873
Panama Canal Zone,748,Rodolfo Pfannerstill,4874
Croatia,771,Augusta McDermott Sr.,4875
North Vietnam,986,Cory Howell,4876
Niger,996,Malika Paucek,4877
Martinique,293,Dr. Adolf Olson,4878
Midway Islands,432,Elvera Welch,4879
Barbados,931,Constantin Kilback,4880
British Antarctic Territory,305,Vilma Hintz,4881
Saint Kitts and Nevis,106,Robyn Hills I,4882
Iceland,424,Sterling Jones,4883
Tanzania,928,Zackary Bashirian,4884
Cape Verde,850,Solon Bogan,4885
Botswana,863,Joany Mann MD,4886
French Southern and Antarctic Territories,357,Melany Doyle DDS,4887
Luxembourg,742,Giovanna Schultz II,4888
Sri Lanka,974,Marisa Leffler,4889
Lesotho,757,Clark Weber,4890
Bosnia and Herzegovina,982,Waldo Paucek Jr.,4891
Bermuda,824,Kelsie Olson,4892
Turkmenistan,164,Maxime Miller,4893
Norfolk Island,717,Ms. Burdette Larkin,4894
Serbia and Montenegro,832,Marcella Daniel,4895
Uruguay,184,Libbie Haag,4896
Haiti,517,Noble Bergstrom,4897
Estonia,959,Dr. Laurence Marks,4898
Angola,650,Rozella Abernathy,4899
Mozambique,508,Christophe Blick,4900
Anguilla,106,Kay Hoeger,4901
Afghanistan,915,Anabel O'Conner,4902
Luxembourg,121,Ms. Kirstin Harris,4903
Monaco,216,Birdie Haley I,4904
Myanmar [Burma],711,Dr. Tyreek Gerlach,4905
Georgia,575,Delbert Tromp Jr.,4906
Tajikistan,376,Lexie Schumm,4907
Kiribati,471,Sonya Kilback,4908
Cameroon,816,Miss Filiberto Hoeger,4909
Guinea,716,Darien Grady DVM,4910
North Korea,846,Ernesto Stroman,4911
Côte d’Ivoire,66,Mrs. Abagail McClure,4912
Faroe Islands,727,Leo Kuhn PhD,4913
Guinea-Bissau,569,Haylee Crist,4914
Northern Mariana Islands,101,Chanelle Tromp,4915
Costa Rica,634,Patience Krajcik Sr.,4916
Congo - Brazzaville,428,Evan Brekke,4917
Turkmenistan,117,Sabryna Grimes,4918
Isle of Man,941,Koby Hane,4919
Canada,905,Dr. Carrie McLaughlin,4920
Macedonia,287,Silas Grant,4921
Martinique,655,Douglas Dibbert,4922
Belgium,344,Clementine Mitchell,4923
New Caledonia,135,Elroy Jacobi,4924
Costa Rica,362,Jannie Klocko,4925
South Georgia and the South Sandwich Islands,557,Braxton Gutkowski Sr.,4926
Greece,136,Humberto Ankunding,4927
Ecuador,423,Lincoln Cassin,4928
Comoros,591,Yvette Mertz MD,4929
Gibraltar,776,Zachery Hammes,4930
Suriname,114,Dejah Russel,4931
Falkland Islands,307,Katarina Greenfelder,4932
Syria,51,Kaelyn Renner,4933
Bolivia,773,Jaida Kuvalis,4934
Tunisia,580,Dianna Braun,4935
Bulgaria,347,Earnest Conroy,4936
Afghanistan,804,Deondre McGlynn,4937
Congo - Brazzaville,426,Kaci Koss,4938
Bahrain,900,Emanuel Littel,4939
Finland,271,Hans Glover,4940
Iraq,456,Giuseppe Wehner,4941
India,19,Enid Welch,4942
Montenegro,287,Dayton Hackett III,4943
Netherlands Antilles,399,Viva Koepp,4944
Serbia and Montenegro,420,Sarah Harªann,4945
Liechtenstein,784,Lyric Stroman,4946
U.S. Miscellaneous Pacific Islands,777,Walton Stanton PhD,4947
China,257,Dayton Rogahn,4948
Greece,394,Dayana Gerhold DVM,4949
Hong Kong SAR China,665,Jody Stanton,4950
Metropolitan France,321,Brooks Waelchi,4951
Brunei,782,Dr. Rachel Upton,4952
Italy,224,Robert Guªann,4953
Åland Islands,507,Darby Langosh,4954
Mauritius,706,Sasha Rutherford,4955
American Samoa,113,Tracy Mitchell,4956
Nigeria,919,Magnus Stamm,4957
People's Democratic Republic of Yemen,798,Ike Crona,4958
Tuvalu,409,Yolanda Jacobi,4959
Nigeria,789,Jorge Spinka V,4960
Guinea-Bissau,234,Eveline Crooks,4961
Guadeloupe,508,Abby Russel,4962
Canada,882,Mr. Moriah Grady,4963
Micronesia,23,Eldora Cole,4964
Côte d’Ivoire,562,Alejandra Goyette,4965
Trinidad and Tobago,31,Cornelius Hilpert,4966
Samoa,416,Urban Abernathy,4967
Swaziland,699,Madelynn Rutherford,4968
Saudi Arabia,381,Donnell Nicolas,4969
Vietnam,82,Chesley Rippin,4970
Tunisia,80,Kaya Pouros,4971
French Guiana,322,Shannon Auer,4972
Belgium,559,Ashlynn Cronin,4973
Marshall Islands,530,Vickie Effertz,4974
Tanzania,67,Michaela Yost,4975
Cocos [Keeling] Islands,891,Alia Boyle,4976
Iraq,313,Hobart Wyman,4977
Ukraine,29,Lisette Yundt,4978
Guadeloupe,303,Jailyn Koch,4979
Romania,460,Kristy Boehm,4980
British Indian Ocean Territory,167,Troy Brakus PhD,4981
Jersey,433,Dr. Clark Ortiz,4982
Saudi Arabia,387,Miss Krystal Dickinson,4983
Nepal,188,Fannie Ullrich,4984
Mayotte,126,Miss Helena Rath,4985
Pacific Islands Trust Territory,738,Millie Erdman,4986
Metropolitan France,363,Darwin Corkery,4987
Indonesia,845,Cassie Schmeler MD,4988
Montserrat,683,Arianna Mertz,4989
Taiwan,341,Velda Barton,4990
Kyrgyzstan,18,Mafalda Carroll,4991
Turkey,178,Mazie Schaefer,4992
Myanmar [Burma],257,Clair Kessler,4993
Kiribati,305,Hailee Rolfson,4994
Mali,496,Myrtle Russel,4995
Saint Barthélemy,247,Leonora Hammes,4996
South Georgia and the South Sandwich Islands,33,Mr. Milo Quigley,4997
Union of Soviet Socialist Republics,59,Maryjane Spencer,4998
Aruba,846,Trever Ferry,4999
East Germany,633,Milo Wilderman,5000
Rwanda,199,Brandy Emmerich,5001
Central African Republic,335,Garett Yost,5002
Afghanistan,477,Miss Rosie Runte,5003
Cayman Islands,787,Tomas Runolfsdottir,5004
U.S. Miscellaneous Pacific Islands,329,Ashleigh Klein,5005
Romania,637,Zora Borer,5006
British Virgin Islands,974,Colby Schumm,5007
Liberia,915,Brando Schumm I,5008
Equatorial Guinea,701,Barrett Hirthe,5009
Ukraine,219,Augustus Yundt IV,5010
Mauritius,305,Ms. Eli Turner,5011
China,663,Brycen McKenzie,5012
Saint Martin,37,Gennaro Beatty,5013
Marshall Islands,579,Giovanny Roberts,5014
Iceland,496,Royal O'Hara,5015
Senegal,884,Esteban Sporer,5016
Kenya,964,Kyle Schmidt,5017
Antigua and Barbuda,963,Ansley Rolfson,5018
São Tomé and Príncipe,156,Muhammad Shields,5019
Sierra Leone,578,Mr. Bret Windler,5020
Isle of Man,742,Arturo Crist,5021
Greenland,348,Kaylee McDermott DDS,5022
Colombia,148,Kurtis Christiansen,5023
French Southern Territories,106,Ana Bosco,5024
Saint Helena,774,Buck Smith,5025
Netherlands Antilles,108,Osborne Stokes,5026
South Korea,81,Lavon Balistreri,5027
Papua New Guinea,334,Jules Reinger,5028
Canton and Enderbury Islands,250,Viviane Spinka,5029
Monaco,297,Stella Lind,5030
Portugal,821,Dr. Elenor Kub,5031
Mongolia,391,Jonathon Sipes,5032
Tanzania,581,Heidi Hudson,5033
British Virgin Islands,811,Fern Morar,5034
Ecuador,347,Lilla Reilly,5035
Sri Lanka,906,Aurore Tillman,5036
Italy,882,Emery Larson,5037
Uganda,355,Finn Jerde,5038
Albania,213,Eliza Kohler,5039
Martinique,435,Abigail Kuphal,5040
Fiji,207,Ms. Laurianne Mertz,5041
Tokelau,847,Samantha Pacocha III,5042
Wallis and Futuna,318,Audie Towne,5043
Swaziland,426,Mrs. Reuben Wisoky,5044
Belarus,659,Colin Collier,5045
Guam,809,Paige Koss,5046
Ireland,151,Lorenzo Swift,5047
Bosnia and Herzegovina,8,Miss Wade Renner,5048
Saint Helena,129,Vincenzo Mante,5049
Sierra Leone,425,Randy Reynolds,5050
Hong Kong SAR China,612,Rickey Gleason,5051
Saint Kitts and Nevis,122,Ms. Leopold Watsica,5052
Cambodia,779,Rolando Dibbert,5053
Ireland,100,Robb Marks,5054
Hungary,326,Juwan Schmitt,5055
Christmas Island,265,Filiberto Mills,5056
Isle of Man,258,Dr. Sigmund Sanford,5057
Austria,835,Miss Daniella Runolfsdottir,5058
Solomon Islands,712,Dr. Amaya Schaefer,5059
Equatorial Guinea,437,Emelie Runte,5060
Serbia,354,Domenic Schowalter,5061
Sudan,918,Desiree Fahey,5062
Philippines,332,Jackie Oberbrunner,5063
Bouvet Island,652,Hubert Conn,5064
Dominican Republic,283,Dr. Sarai Collins,5065
Switzerland,947,Darrel Pouros,5066
Venezuela,196,Dr. Kelli Sawayn,5067
Réunion,314,Bertrand Lynch,5068
Grenada,949,Riley Mohr,5069
Spain,48,Bridgette Kunde,5070
Dominican Republic,117,Cathy Cummerata,5071
Tokelau,883,Dr. Ayden Kunze,5072
Tonga,552,Laney Kemmer,5073
Palau,693,Khalil Kertzmann Sr.,5074
U.S. Virgin Islands,497,Tanner Kulas,5075
People's Democratic Republic of Yemen,293,Mr. Misael Stamm,5076
Western Sahara,387,Dr. Garrick Bergnaum,5077
Mauritius,900,Naomie Miller,5078
Suriname,177,Isai Luettgen Jr.,5079
Mongolia,974,General Dietrich,5080
Guyana,556,Miss Nestor Daugherty,5081
Sierra Leone,644,Devonte Huel,5082
Belgium,304,Herbert Wiza,5083
Sri Lanka,532,Pamela VonRueden,5084
Iceland,740,Jairo Littel,5085
Togo,971,Aaliyah Heathcote,5086
Algeria,163,Edgar Hagenes,5087
Solomon Islands,3,Viva Hane,5088
Ukraine,652,Zachariah Trantow,5089
Venezuela,343,Miss Sherwood Runolfsson,5090
Equatorial Guinea,534,Britney Jakubowski,5091
Mali,30,Patrick Kessler,5092
Martinique,711,Adriel McLaughlin III,5093
U.S. Miscellaneous Pacific Islands,801,Felicity Berge,5094
United Kingdom,68,Orie Harªann,5095
Oman,44,Makenzie Cruickshank,5096
Dominica,765,Nova Nader,5097
Falkland Islands,173,Tamara Daniel,5098
Taiwan,214,Janie Harris,5099
Pacific Islands Trust Territory,121,Dr. Kaley Hauck,5100
Iceland,651,Colten Kuhic,5101
Ukraine,753,Lelia Kerluke,5102
Netherlands Antilles,67,Adrien Dare,5103
Falkland Islands,399,Maci Gaylord PhD,5104
Latvia,892,Jedediah Upton,5105
Saint Lucia,680,Edythe Leffler,5106
Tanzania,284,Lester Hayes,5107
Tunisia,834,Gerson Yundt V,5108
Wake Island,611,Noelia Schoen,5109
Slovakia,918,Miss Rosario Deckow,5110
Oman,57,Queenie O'Keefe,5111
Slovakia,382,Emily Streich,5112
Qatar,5,Nathanael Franecki,5113
Samoa,672,Dr. Roxanne Schumm,5114
Algeria,98,Dr. Devin Kertzmann,5115
Monaco,291,Cortez Howell DVM,5116
Central African Republic,356,Erik Strosin,5117
Moldova,310,Joel Dach IV,5118
Zimbabwe,200,Bettie Cassin,5119
U.S. Miscellaneous Pacific Islands,498,Miss Jeanie Green,5120
United Arab Emirates,292,Mrs. Marcelina VonRueden,5121
Somalia,25,Beverly Towne III,5122
United Kingdom,852,Sienna Tromp,5123
U.S. Miscellaneous Pacific Islands,805,Alf Shanahan,5124
Chad,82,Mellie Cremin,5125
Faroe Islands,719,Jamaal Homenick,5126
Bhutan,899,Michael Homenick,5127
Monaco,353,Dorian Osinski,5128
Mozambique,38,Dr. Thea Terry,5129
British Antarctic Territory,758,Jairo Beahan,5130
Australia,346,Candido Schulist,5131
Niger,997,Giovanny Schulist,5132
Cayman Islands,935,Herman Kling,5133
Czech Republic,982,Vergie Grimes,5134
Lebanon,61,D'angelo Robel,5135
Mozambique,680,Ms. Sandrine Carroll,5136
French Southern Territories,43,Fermin Haag,5137
Albania,282,Odie Harris,5138
Western Sahara,407,Lorenza Erdman,5139
Hungary,801,Grace Haley,5140
Union of Soviet Socialist Republics,676,Elisa Koepp,5141
East Germany,177,Miss Bethel Haley,5142
British Virgin Islands,272,Krystal Corkery,5143
Colombia,566,Juana Larson,5144
Oman,28,Greg Cruickshank,5145
Pakistan,982,Joel Considine,5146
French Polynesia,600,Tianna Hane,5147
Peru,297,Trycia Vandervort,5148
Djibouti,641,Nat Farrell,5149
Indonesia,94,Eileen Wilkinson IV,5150
Gabon,491,Kamryn Klocko,5151
Niger,337,Hilario Skiles,5152
Estonia,527,Lavon Gaylord,5153
Dominica,77,Savanah Hoppe,5154
Guatemala,899,Lauretta Raynor,5155
Palau,105,Yasmine Ledner,5156
Saint Lucia,642,Delphia Skiles Jr.,5157
Antarctica,483,Jan Lang,5158
Bulgaria,877,Nash Smitham,5159
Liberia,814,Aniyah Schmidt,5160
U.S. Minor Outlying Islands,526,Ms. Shayne Leuschke,5161
Japan,259,Jairo Koss,5162
Saudi Arabia,590,Berniece Hudson,5163
Ukraine,969,Marjolaine Jenkins,5164
Pakistan,201,Dr. Lessie Brekke,5165
Israel,301,Ransom Stanton,5166
France,391,Gracie Greenfelder,5167
Equatorial Guinea,447,Geovanni Bogisich,5168
Portugal,302,Imelda Quigley,5169
Costa Rica,646,Napoleon Heller,5170
Lithuania,95,Margie Cormier,5171
Tanzania,534,Mr. Shanny Lynch,5172
Aruba,815,Dr. Abraham Schmeler,5173
French Guiana,96,Jonathan Kassulke,5174
Antigua and Barbuda,75,Ray Blanda,5175
India,420,Idell Hane,5176
India,879,Kristian Koch,5177
Cuba,301,Creola Kub,5178
Palau,225,Rebeka Rolfson,5179
South Korea,505,Angus Bauch,5180
Congo - Kinshasa,920,Hallie Auer,5181
India,858,Mrs. Richmond Mayert,5182
Greenland,491,Lois Schroeder,5183
United States,834,Ross Feil,5184
Northern Mariana Islands,681,Melisa Feeney DVM,5185
Bangladesh,51,Jaylan Wolff II,5186
U.S. Virgin Islands,441,Gail Lowe,5187
Saint Martin,14,Gaylord Howe,5188
Finland,866,Dayne Feeney,5189
Benin,74,Mrs. Sadie Becker,5190
Haiti,43,Nathaniel Schoen,5191
Isle of Man,310,Erika Blanda,5192
Afghanistan,998,Ezra Eichmann,5193
Lebanon,214,Alba Considine,5194
New Zealand,670,Ozella Howe,5195
Guinea-Bissau,567,Annabelle Shields,5196
U.S. Virgin Islands,27,Dr. Imogene Harber,5197
Micronesia,88,Cassandre Beatty,5198
Saint Martin,822,Kenny Wyman,5199
Pakistan,649,Edythe Von,5200
Mauritius,668,Lenna Howell IV,5201
Latvia,544,Nannie Lynch,5202
Croatia,628,Titus O'Connell,5203
Libya,78,Ms. Macie Koelpin,5204
United Kingdom,37,Ms. David Pollich,5205
Mauritania,373,Tierra Eichmann,5206
Tunisia,915,Haylee Skiles,5207
Taiwan,73,Miss Brendan Lubowitz,5208
Uzbekistan,712,Ms. Jadyn Towne,5209
Trinidad and Tobago,943,Shanon Auer,5210
Lesotho,231,Miss Rory Langosh,5211
Micronesia,839,Selena Graham Jr.,5212
Antarctica,598,Ms. Rosa Keebler,5213
Afghanistan,49,Merritt Miller DDS,5214
Burkina Faso,714,Albert Hickle,5215
Norfolk Island,512,Dr. Clifton Lubowitz,5216
Réunion,257,Ms. Frieda Streich,5217
Israel,244,Juanita Hane,5218
Northern Mariana Islands,947,Agustin Cruickshank PhD,5219
Malta,28,Lucious Crist,5220
Oman,262,Patience Kulas,5221
Benin,91,Kayla Schumm,5222
Papua New Guinea,906,Jarvis Lang DVM,5223
Eritrea,749,Aracely Von,5224
Mozambique,130,Dr. Patience Murray,5225
Qatar,527,Derek Padberg,5226
New Zealand,363,Dr. Maritza Rodriguez,5227
Dronning Maud Land,560,Mrs. Maeve Bogisich,5228
French Polynesia,386,Jerod Wilkinson,5229
Paraguay,596,Bertrand Hessel,5230
Angola,918,Loy Price,5231
Bermuda,642,Dayna Stiedemann,5232
Bangladesh,548,Clementina Ritchie,5233
Comoros,242,Nicolette Greenholt,5234
Martinique,177,Johan Beahan,5235
Anguilla,993,Elouise Brown,5236
Sudan,522,Mr. Domenico Klocko,5237
Norway,350,Jaylin Runolfsson DVM,5238
Belarus,977,Clemmie Wuckert,5239
Bangladesh,860,Mr. Karson O'Reilly,5240
Nicaragua,417,Howell Conn,5241
Vatican City,898,Elna Dickinson,5242
Poland,909,Miss Carmelo McGlynn,5243
East Germany,156,Carol Osinski,5244
Bahrain,587,Ruben Carroll,5245
Montserrat,319,Ms. Zelda Robel,5246
Cook Islands,988,Missouri Kiehn,5247
Tanzania,215,Roslyn Rice,5248
Union of Soviet Socialist Republics,782,Miss Darby Lueilwitz,5249
Kiribati,827,Precious Luettgen,5250
Samoa,817,Abdiel Cronin,5251
Isle of Man,2,Eldred Spinka,5252
Trinidad and Tobago,498,Tressa Greenholt,5253
Philippines,726,Patrick Hamill,5254
Uzbekistan,88,Elsie Hills,5255
Iraq,353,Alta Spinka,5256
Eritrea,914,Lauretta Mayert,5257
Rwanda,529,Hardy Green,5258
Portugal,843,Miss Alysha Graham,5259
Angola,235,Henri Sawayn,5260
Dronning Maud Land,51,Emilie Hegmann,5261
Nigeria,603,Westley Schmeler,5262
Germany,740,Geo Macejkovic,5263
Liberia,84,Christ Hodkiewicz,5264
Cameroon,12,Loma Jewess,5265
Lesotho,699,King Sauer,5266
Qatar,683,Thalia Watsica,5267
Macedonia,941,Amina Hudson,5268
Mauritania,52,Lola Buckridge,5269
Mongolia,564,Dr. Kay Greenfelder,5270
Malaysia,39,Larissa Ferry II,5271
Ghana,921,Gaetano Zboncak,5272
Peru,237,Herbert Ullrich,5273
North Vietnam,431,Nikki Wolf,5274
Honduras,792,Jeffrey Lindgren,5275
Saint Barthélemy,373,Gerardo Schneider,5276
Netherlands,924,Ms. Nicholas Williamson,5277
Belize,768,Isobel Lind,5278
Brazil,382,Ms. Shyanne Conn,5279
Togo,160,Brisa Haag,5280
Monaco,359,Camron VonRueden,5281
Mali,675,Phyllis McDermott,5282
Congo - Kinshasa,168,Carolyn Farrell,5283
Neutral Zone,707,Devonte Hegmann,5284
Palau,976,Kareem Kuhlman PhD,5285
Grenada,494,Alexzander Willms V,5286
Mexico,8,Brandyn Kling,5287
Vatican City,299,Shakira Braun,5288
Cocos [Keeling] Islands,462,Miss Maurice Jewess,5289
Bhutan,938,Leonor Parisian,5290
Falkland Islands,702,Gloria Brakus,5291
Kenya,745,Chloe Kutch,5292
Mongolia,808,Dejuan Friesen,5293
Åland Islands,246,Kailee Jenkins,5294
Albania,359,Stanley Zulauf III,5295
Spain,466,Earlene Fisher,5296
Pitcairn Islands,914,Sister Nader,5297
Tanzania,843,Adolfo Borer,5298
Wake Island,703,Elwin Crist,5299
Monaco,526,Marquise Rice,5300
Libya,271,Mrs. Rosemary Hills,5301
Cape Verde,659,Beau Anderson,5302
Brunei,277,Jodie Stoltenberg,5303
Antigua and Barbuda,406,Scarlett Koelpin,5304
Botswana,188,Leatha O'Reilly DDS,5305
Macau SAR China,955,Hailie McGlynn,5306
U.S. Miscellaneous Pacific Islands,329,Althea Weber,5307
Zimbabwe,751,Rey Kuhlman,5308
Macau SAR China,807,Marco Howe,5309
Algeria,835,Mayra Deckow,5310
Philippines,455,Roxanne Goldner,5311
Hong Kong SAR China,688,Carlo Weissnat V,5312
Midway Islands,968,Junius Corkery,5313
Montenegro,554,Belle Kshlerin,5314
Dominican Republic,350,Monique Gibson,5315
Palestinian Territories,249,Mrs. Caden Jenkins,5316
Taiwan,150,Felicia Kozey,5317
Montenegro,14,Darius Dach,5318
Wake Island,181,Franco Gusikowski Jr.,5319
Christmas Island,682,Marlee Raynor,5320
Indonesia,382,Isac McGlynn,5321
Rwanda,792,Eddie Brakus,5322
Wallis and Futuna,354,Gunnar Rau PhD,5323
Trinidad and Tobago,52,Alysson Skiles,5324
Burundi,333,Camille Feil,5325
El Salvador,11,Mollie Miller,5326
Pitcairn Islands,343,Allison Kiehn,5327
Micronesia,545,Miss Keven Yost,5328
Malta,298,Asa Bergstrom,5329
Austria,910,Ms. Adell Bernier,5330
Hong Kong SAR China,812,Freda Miller,5331
Kiribati,246,Jeremie Watsica,5332
North Vietnam,703,Gideon DuBuque,5333
Norfolk Island,314,Clifford Rempel,5334
Macau SAR China,515,Eulalia Koss,5335
Netherlands,76,Halie Brown,5336
Bhutan,198,Mr. Elijah Jewess,5337
Singapore,604,Jewel Deckow,5338
Barbados,779,Richmond Leffler,5339
Saint Vincent and the Grenadines,952,Brionna Ernser,5340
Macedonia,659,Mrs. Brent Auer,5341
São Tomé and Príncipe,942,Noemy Breitenberg,5342
British Virgin Islands,460,Katrine Grant,5343
Congo - Brazzaville,9,Lilliana Feil,5344
Burundi,543,Veda Doyle,5345
British Indian Ocean Territory,612,Allison Russel,5346
Taiwan,165,Dr. Shana Labadie,5347
